M&A SDC Deal Number,Date Announced,Target Full Name,Acquiror Full Name,Date Effective,Acquiror 6-digit CUSIP,Target 6-digit CUSIP,SDC Deal No
2755840020,04/27/2015,INC Research Holdings Inc,INC Research Holdings Inc,05/14/2015,45329R,45329R,2755840020
2746985020,04/26/2015,Applied Materials Inc,Applied Materials Inc,06/09/2016,038222,038222,2746985020
2746053020,04/23/2015,Ridley Inc,Alltech Inc,06/18/2015,01999P,765907,2746053020
2746549020,04/23/2015,"Focus Business Bank,San Jose,California",Heritage Commerce Corp,08/20/2015,426927,7C4418,2746549020
2745517020,04/22/2015,Palmetto Bancshares Inc,United Community Banks Inc,09/01/2015,90984P,697062,2745517020
2745519020,04/22/2015,Procera Networks Inc,Francisco Partners Management LP,06/04/2015,35191A,74269U,2745519020
2745653040,04/22/2015,Pace PLC,ARRIS Group Inc,01/04/2016,04269Q,0A8971,2745653040
2748624020,04/22/2015,Intelligent Systems Corp,Intelligent Systems Corp,05/19/2015,45816D,45816D,2748624020
2744790020,04/20/2015,LRR Energy LP,Vanguard Natural Resources Inc,10/05/2015,92205F,50214A,2744790020
2745920020,04/17/2015,EnSync Energy Systems,Solar Power Inc,07/14/2015,83490A,98876R,2745920020
2744058020,04/16/2015,Fairmount Bancorp Inc,Hamilton Bancorp Inc,09/11/2015,407015,305468,2744058020
2743947020,04/15/2015,Eaton Vance Corp,Eaton Vance Corp,01/13/2016,278265,278265,2743947020
2745361040,04/15/2015,Klepierre SA,BlackRock Inc,04/15/2015,09247X,49852A,2745361040
2743341020,04/14/2015,Dover Saddlery Inc,Webster Capital Management LLC,07/01/2015,947689,260412,2743341020
2743430020,04/14/2015,CSX Corp,CSX Corp,04/20/2017,126408,126408,2743430020
2744304040,04/14/2015,Grupo Acosta Verde SA de CV,Grupo Acosta Verde SA SPV,04/14/2015,7C3022,7C3018,2744304040
2742932040,04/12/2015,Orad Hi-Tec Systems Ltd,Avid Technology Inc,06/23/2015,05367P,68379A,2742932040
2742159020,04/10/2015,Excel Trust Inc,Blackstone Property Partners LP,07/31/2015,7C1682,30068C,2742159020
2741377020,04/08/2015,Zep Inc,New Mountain Capital LLC,06/26/2015,64754C,98944B,2741377020
2741644040,04/08/2015,Transmode AB,Infinera Corp,09/11/2015,45667G,86006X,2741644040
2743435020,04/08/2015,Baltic Trading Ltd,Genco Shipping & Trading Ltd,07/17/2015,Y2685T,Y0553W,2743435020
2741829020,04/07/2015,Axalta Coating Systems Ltd,Berkshire Hathaway Inc,04/08/2015,084670,G0750C,2741829020
2740505020,04/06/2015,Duke Energy Corp,Duke Energy Corp,06/19/2015,264399,264399,2740505020
2740693020,04/06/2015,General Motors Co,Goldman Sachs & Co,04/06/2015,38141Q,37045V,2740693020
2741408020,04/06/2015,QEP Midstream Partners LP,Tesoro Logistics LP,07/22/2015,88160T,74735R,2741408020
2926437020,04/06/2015,Xinergy Ltd,Creditors,02/10/2016,22542Z,98417U,2926437020
2740379040,04/02/2015,Keystone Global Co Ltd,New Pride Corp,04/02/2015,U65222,49346F,2740379040
2740024020,04/01/2015,Everyware Global Inc,Creditors,06/02/2015,22542Z,300439,2740024020
2739623020,03/31/2015,Charter Communications Inc,Liberty Broadband Corp,05/18/2016,530307,16117M,2739623020
2739737020,03/31/2015,Alon USA Energy Inc,Delek US Holdings Inc,05/14/2015,246647,020520,2739737020
2743055040,03/31/2015,Kering SA,Harris Associates LP,03/31/2015,41384R,4A5077,2743055040
2738592020,03/30/2015,Catamaran Corp,UnitedHealth Group Inc,07/23/2015,91324P,148887,2738592020
2738679020,03/30/2015,Norcraft Cos Inc,Fortune Brands Home & Security Inc,05/12/2015,34964C,65557Y,2738679020
2738787020,03/29/2015,Breitburn Energy Partners LP,Investor Group,04/08/2015,46145M,106776,2738787020
2738057040,03/27/2015,Alter NRG Corp,1030629 BC Ltd,08/28/2015,6C8900,02145W,2738057040
2738060020,03/27/2015,Revett Mining Co Inc,Hecla Mining Co,06/15/2015,422704,761505,2738060020
2737895040,03/26/2015,Axis AB,Elliott Management Corp,03/26/2015,28863Z,05470J,2737895040
2742752020,03/26/2015,Central Pacific Financial Corp,Central Pacific Financial Corp,04/01/2015,154760,154760,2742752020
2736521020,03/25/2015,Kraft Foods Group Inc,HJ Heinz Co,07/02/2015,423074,50076Q,2736521020
2737006020,03/25/2015,"First Security Group Inc, Chattanooga,Tennessee",Atlantic Capital Bancshares Inc,11/02/2015,6C8300,336312,2737006020
2736507020,03/24/2015,Kofax Ltd,Lexmark International Inc,05/21/2015,529771,G5307C,2736507020
2736732020,03/19/2015,Allstate Corp,Allstate Corp,05/05/2015,020002,020002,2736732020
2734436020,03/18/2015,Vitesse Semiconductor Corp,Microsemi Corp,04/28/2015,595137,928497,2734436020
2874174020,03/17/2015,BBX Capital Corp,BFC Financial Corp,04/30/2015,055384,05540P,2874174020
2730659020,03/16/2015,Life Time Fitness Inc,Life Time Fitness Inc SPV,06/10/2015,6C5894,53217R,2730659020
2733165020,03/15/2015,Foresight Energy LP,Murray Energy Corp,04/16/2015,62704N,34552U,2733165020
2732792020,03/13/2015,United Technologies Corp,United Technologies Corp,07/31/2015,913017,913017,2732792020
2733916020,03/13/2015,Pulmatrix Inc,Ruthigen Inc,06/15/2015,783330,6C6146,2733916020
2732444020,03/12/2015,Integrated Silicon Solution Inc,Integrated Silicon Solution Inc SPV,12/07/2015,6C5440,45812P,2732444020
2731926040,03/11/2015,Nemex Resources Ltd,JPMorgan Chase & Co,03/11/2015,46625H,64247E,2731926040
2732128020,03/11/2015,Citigroup Inc,Citigroup Inc,06/30/2016,172967,172967,2732128020
2732149020,03/11/2015,SunTrust Banks Inc,SunTrust Banks Inc,04/30/2016,867914,867914,2732149020
2732167020,03/11/2015,Morgan Stanley,Morgan Stanley,06/29/2016,617446,617446,2732167020
2731742020,03/10/2015,Allied Nevada Gold Corp,Creditors,10/22/2015,22542Z,019344,2731742020
2730940020,03/09/2015,RTI International Metals Inc,Alcoa Inc,07/23/2015,013817,74973W,2730940020
2731199020,03/09/2015,Bridge Capital Holdings,"Western Alliance Bancorp,Las Vegas,Nevada",06/30/2015,957638,108030,2731199020
2734326020,03/09/2015,BioScrip Inc,Coliseum Capital Management LLC,03/09/2015,6C6422,09069N,2734326020
2735466040,03/06/2015,Bulgarian-American Credit Bank AD,LTBI Holdings LLC,03/06/2015,6C7227,12026Y,2735466040
2731086020,03/05/2015,Assured Pharmacy Inc,Precise Analytical LLC,04/16/2015,6C4575,04622L,2731086020
2736563040,03/05/2015,Ahnlab Inc,PureFunds ISE Cyber Security ETF,03/11/2015,6C7995,00966M,2736563040
2727596020,03/04/2015,Pharmacyclics Inc,AbbVie Inc,05/26/2015,00287Y,716933,2727596020
2730587020,03/04/2015,Select Income REIT,Government Properties Income Trust,03/04/2015,38376A,81618T,2730587020
2729339020,03/03/2015,Alliance Bancorp Inc of Pennsylvania,WSFS Financial Corp,10/09/2015,929328,018921,2729339020
2724775020,03/02/2015,Freescale Semiconductor Ltd,NXP Semiconductors NV,12/07/2015,N6596X,G3727Q,2724775020
2727752020,03/02/2015,Aruba Networks Inc,Hewlett Packard Co,05/18/2015,428236,043176,2727752020
2728851020,03/02/2015,Square 1 Financial Inc,PacWest Bancorp,10/06/2015,695263,85223W,2728851020
2729241020,03/02/2015,Community Financial Shares Inc,Wintrust Financial Corp,07/24/2015,97650W,20366P,2729241020
2729685020,03/02/2015,Patapsco Bancorp Inc,Howard Bancorp Inc,08/31/2015,442496,702898,2729685020
2729766020,03/02/2015,Pulse Electronics Corp,Oaktree Capital Management LP,04/13/2015,67390J,74586W,2729766020
2729274020,02/27/2015,Dril-Quip Inc,Dril-Quip Inc,06/30/2016,262037,262037,2729274020
2872698020,02/27/2015,RMR Industrials Inc,RMR IP Inc,02/27/2015,2E6570,74967B,2872698020
2727819040,02/26/2015,Sorin SpA,Cyberonics Inc,10/19/2015,23251P,T8782F,2727819040
2728136020,02/26/2015,"Pan American Bank,Los Angeles,California",Finance & Thrift Co,08/04/2015,6C2720,697795,2728136020
2728750020,02/26/2015,Ecolab Inc,Ecolab Inc,04/30/2015,278865,278865,2728750020
2795804040,02/26/2015,Atos SE,Investor Group,02/26/2015,46145M,04966W,2795804040
2727718020,02/25/2015,UIL Holdings Corp,Iberdrola USA Inc,12/16/2015,47311F,902748,2727718020
2727792020,02/25/2015,"Colonial American Bank,Middletown,New Jersey",OceanFirst Bank NA,07/31/2015,6C2526,6C2520,2727792020
2727942020,02/25/2015,Emulex Corp,Emerald Merger Sub Inc,05/05/2015,6C2605,292475,2727942020
2728055020,02/25/2015,Navig8 Crude Tankers Inc,Gener8 Maritime Corp,05/07/2015,7C9881,6C2687,2728055020
2728642020,02/25/2015,Build-A-Bear Workshop Inc,Build-A-Bear Workshop Inc,07/07/2015,120076,120076,2728642020
2727456020,02/24/2015,Dycom Industries Inc,Dycom Industries Inc,08/25/2015,267475,267475,2727456020
2727544020,02/24/2015,Oneida Financial Corp,Community Bank System Inc,12/07/2015,203607,682479,2727544020
2731060020,02/24/2015,Benefitfocus Inc,Mercer (US) LLC,02/24/2015,58775A,08180D,2731060020
2726572020,02/22/2015,Home Loan Servicing Solutions Ltd,New Residential Investment Corp,04/06/2015,64828T,G6648D,2726572020
2727313020,02/21/2015,Keurig Green Mountain Inc,Keurig Green Mountain Inc,03/03/2015,49271M,49271M,2727313020
2444846040,02/20/2015,Euro Disney SCA,Investor Group,09/29/2015,46145M,29872N,2444846040
2726347020,02/19/2015,"Peoples Bancorp,Auburn,Indiana",Horizon Bancorp Inc,07/01/2015,440407,709788,2726347020
2726797020,02/19/2015,EnPro Industries Inc,EnPro Industries Inc,04/16/2015,29355X,29355X,2726797020
2737060040,02/19/2015,Hartco Inc,Investor Group,07/01/2015,46145M,41618M,2737060040
2726069020,02/18/2015,HollyFrontier Corp,HollyFrontier Corp,05/06/2015,436106,436106,2726069020
2736328020,02/13/2015,Marquette National Corp,Marquette National Corp,04/22/2015,571599,571599,2736328020
2717312020,02/12/2015,Orbitz Worldwide Inc,Expedia Inc,09/17/2015,30212P,68557K,2717312020
2724887040,02/12/2015,FANUC Corp,Third Point Management Co LLC,02/12/2015,88437K,307305,2724887040
2801531040,02/12/2015,China Tian Lun Gas Holdings Ltd,Investor Group,05/17/2015,46145M,90788T,2801531040
2724403020,02/11/2015,Starz,LG Leopard Canada LP,03/27/2015,6C0466,85571Q,2724403020
2723556020,02/10/2015,Saba Software Inc,Vector Capital Management LP,03/30/2015,2F1173,784932,2723556020
2723107040,02/09/2015,Rio Alto Mining Ltd,Tahoe Resources Inc,04/01/2015,873868,76689T,2723107040
2723184020,02/09/2015,Pfizer Inc,Pfizer Inc,02/11/2015,717081,717081,2723184020
2723246020,02/09/2015,General Dynamics Corp,General Dynamics Corp,02/28/2021,369550,369550,2723246020
2723484020,02/09/2015,Primerica Inc,Primerica Inc,06/30/2015,74164M,74164M,2723484020
2723529020,02/09/2015,Silgan Holdings Inc,Silgan Holdings Inc,03/17/2015,827048,827048,2723529020
2723817040,02/09/2015,Hub.Tech SA,Pangeatec LLC,02/09/2015,6C0105,6L7619,2723817040
2726292040,02/09/2015,Hub.Tech SA,Acoustic Protection Solutions LLC,02/09/2015,6C1655,6L7619,2726292040
2722605020,02/06/2015,Exelis Inc,Harris Corp,05/29/2015,413875,30162A,2722605020
2723115020,02/06/2015,CTPartners Executive Search Inc,DHR International Inc,07/01/2015,23419Y,22945C,2723115020
2716238020,02/05/2015,E2open Inc,Insight Venture Partners LLC,03/26/2015,46317Y,29788A,2716238020
2722118020,02/05/2015,Hospira Inc,Pfizer Inc,09/03/2015,717081,441060,2722118020
2722385020,02/05/2015,Verizon Communications Inc,Verizon Communications Inc,06/01/2015,92343V,92343V,2722385020
2722650020,02/05/2015,Courier Corp,RR Donnelley & Sons Co,06/08/2015,257867,222660,2722650020
2722710020,02/05/2015,Community Southern Holdings Inc,Sunshine Bancorp Inc,06/30/2015,9A4176,20405A,2722710020
2722812020,02/05/2015,L Brands Inc,L Brands Inc,07/08/2015,501797,501797,2722812020
2722819020,02/05/2015,Qorvo Inc,Qorvo Inc,08/11/2015,5C3018,5C3018,2722819020
2721835020,02/04/2015,"National Penn Bancshares Inc, Boyertown,Pennsylvania","National Penn Bancshares Inc, Boyertown,Pennsylvania",03/31/2015,637138,637138,2721835020
2735269020,02/04/2015,Xenia Hotels & Resorts Inc,Xenia Hotels & Resorts Inc,03/05/2015,984017,984017,2735269020
2721689020,02/03/2015,Entropic Communications Inc,MaxLinear Inc,04/30/2015,57776J,29384R,2721689020
2719314020,02/02/2015,Advent Software Inc,SS&C Technologies Holdings Inc,07/08/2015,78467J,007974,2719314020
2721298020,02/02/2015,Advanced Photonix Inc,Luna Innovations Inc,05/08/2015,550351,00754E,2721298020
2769710020,02/02/2015,Simpson Manufacturing Co Inc,Simpson Manufacturing Co Inc,08/24/2016,829073,829073,2769710020
2720141020,01/30/2015,Books-A-Million Inc,Books-A-Million Inc SPV,12/10/2015,5C8116,098570,2720141020
2721180040,01/30/2015,Aspiro AB,Project Panther Bidco Ltd,04/02/2015,5C8590,04555R,2721180040
2721953040,01/29/2015,Hana Financial Group Inc,Investor Group,01/29/2015,46145M,40968V,2721953040
2719660020,01/28/2015,Intelligent Buying Inc,AMS Encino Investments Inc,02/09/2015,5C7859,45822D,2719660020
2742708020,01/28/2015,Golden Enterprises Inc,Golden Enterprises Inc,01/28/2015,381010,381010,2742708020
2714829020,01/27/2015,Silicon Image Inc,Lattice Semiconductor Corp,03/10/2015,518415,82705T,2714829020
2719187020,01/27/2015,National Bancshares Corp,Farmers National Banc Corp,06/19/2015,309627,632592,2719187020
2717824040,01/26/2015,Hitachi Home & Life Solutions (India)Ltd,Johnson Controls Inc,09/17/2015,478366,43340Q,2717824040
2718249020,01/26/2015,Rock-Tenn Co,MeadWestvaco Corp,07/01/2015,583334,772739,2718249020
2718307020,01/26/2015,Regency Energy Partners LP,Energy Transfer Partners LP,04/30/2015,29273R,75885Y,2718307020
2718886040,01/26/2015,Alibaba Pictures Group Ltd,Gold Ocean Media Inc,01/26/2015,5C7382,G215A3,2718886040
2717774020,01/22/2015,IHS Inc,IHS Inc,06/23/2015,451734,451734,2717774020
2717851020,01/22/2015,American River Bankshares,American River Bankshares,03/31/2015,029326,029326,2717851020
2717928020,01/22/2015,"National Penn Bancshares Inc, Boyertown,Pennsylvania","National Penn Bancshares Inc, Boyertown,Pennsylvania",02/04/2015,637138,637138,2717928020
2718239020,01/22/2015,Medytox Solutions Inc,CollabRx Inc,11/02/2015,19422J,147599,2718239020
2723044020,01/22/2015,Fifth Third Bancorp,Fifth Third Bancorp,04/23/2015,316773,316773,2723044020
2716884040,01/20/2015,Wheels Group Inc,Radiant Logistics Inc,04/02/2015,75025X,96328A,2716884040
2717697020,01/20/2015,Coinbase Global Inc,BBVA Ventures,01/20/2015,4C6574,19260Q,2717697020
2735297040,01/19/2015,Twintec AG,Centre Lane Partners LLC,01/19/2015,13333R,D8453G,2735297040
2716028040,01/16/2015,Wuhan Department Store Group Co Ltd,Employee Stock Ownership Plan,03/23/2016,29216Q,98270V,2716028040
2716153040,01/15/2015,Perma-Fix Medical Sa,Digirad Corp,07/24/2015,253827,0C4090,2716153040
2719542020,01/15/2015,Wall Street Media Co Inc,Investor Group,01/27/2015,46145M,5C7838,2719542020
2719546020,01/15/2015,Wall Street Media Co Inc,Investor Group,01/27/2015,46145M,5C7838,2719546020
2715843020,01/14/2015,Manhattan Bancorp,"Plaza Bank,Irvine,California",06/29/2015,728144,562754,2715843020
2714448020,01/12/2015,MWI Veterinary Supply Inc,AmerisourceBergen Corp,02/24/2015,03073E,55402X,2714448020
2715461020,01/08/2015,DCB Financial Corp,Guaranty Bancshares Inc,04/09/2015,400764,233075,2715461020
2712356020,01/05/2015,Uranerz Energy Corp,Energy Fuels Inc,06/18/2015,292671,91688T,2712356020
2713336040,01/05/2015,United SA,Delmont Capital LLC,01/05/2015,5C3544,7A9872,2713336040
2712233020,01/02/2015,Vuzix Corp,Intel Corp,01/02/2015,458140,92921W,2712233020
2800015020,01/02/2015,CVS Health Corp,CVS Health Corp,05/01/2015,126650,126650,2800015020
2711885020,12/31/2014,Aventine Renewable Energy Holdings Inc,Pacific Ethanol Inc,07/01/2015,69423U,05356X,2711885020
2712050040,12/31/2014,Platinum Group Metals Ltd,Liberty Metals & Mining Holdings LLC,12/31/2014,53072K,72765Q,2712050040
2711417020,12/30/2014,Millennium Energy Corp,Geo Global Group Ltd,03/31/2015,4C8039,60040T,2711417020
2711738020,12/30/2014,JPS Industries Inc,Handy & Harman Ltd,07/02/2015,410306,46624E,2711738020
2720014040,12/30/2014,OTCPharm PAO,Capital Research & Management Co Ltd,12/30/2014,14044Y,4A5907,2720014040
2797372020,12/30/2014,State Investors Bancorp Inc,First NBC Bank Holding Co,11/30/2015,32115D,857030,2797372020
2709478040,12/23/2014,Asia Satellite Telecommunications Holdings Ltd,Ganymede Investment Holdings LLC,06/09/2015,5C0336,04516X,2709478040
2708859020,12/22/2014,Caesars Acquisition Co,Caesars Entertainment Corp,10/06/2017,127686,12768T,2708859020
2709399020,12/22/2014,Peerless Systems Corp,Mobius Acquisition LLC,02/12/2015,5C0284,705536,2709399020
2709408020,12/22/2014,Uroplasty Inc,Vision-Sciences Inc,03/31/2015,927912,917277,2709408020
2709649020,12/22/2014,Nicholas Financial Inc,Nicholas Financial Inc,03/13/2015,65373J,65373J,2709649020
2708338040,12/18/2014,Resource Equipment Ltd,Pump Services LLC,02/03/2015,4C9353,73723P,2708338040
2709189040,12/18/2014,GMM Pfaudler Ltd,Pfaudler US Inc,05/09/2015,5C0095,Y27292,2709189040
2700448020,12/17/2014,Paramount Gold & Silver Corp,Coeur Mining Inc,04/17/2015,192108,69924P,2700448020
2707312020,12/17/2014,Moody's Corp,Moody's Corp,06/30/2016,615369,615369,2707312020
2707634020,12/17/2014,MasTec Inc,MasTec Inc,04/30/2015,576323,576323,2707634020
2710724040,12/17/2014,Van Lanschot NV,Wellington Management Co LLP,12/17/2014,949578,92124E,2710724040
2687884040,12/15/2014,Recall Holdings Ltd,Iron Mountain Information Management LLC,04/21/2016,462846,4A7473,2687884040
2697621020,12/15/2014,LNB Bancorp Inc,"Northwest Bancshares Inc,Warren,Pennsylvania",08/14/2015,667340,502100,2697621020
2706218020,12/15/2014,Memorial Resource Development Corp,Memorial Resource Development Corp,03/31/2015,9A9263,9A9263,2706218020
2706298020,12/15/2014,Riverbed Technology Inc,Riverbed Technology Inc SPV,04/24/2015,4C7859,768573,2706298020
2706665020,12/15/2014,Clearwater Paper Corp,Clearwater Paper Corp,12/15/2015,18538R,18538R,2706665020
2706864020,12/15/2014,MicroFinancial Inc,Fortress Investment Group LLC,01/23/2015,34958B,595072,2706864020
2707382020,12/15/2014,"Community National Bank, Melville,New York",Bridge Bancorp Inc,06/19/2015,108035,20375W,2707382020
2709883040,12/15/2014,Aderans Co Ltd,Franklin Templeton Institutional LLC,12/15/2014,4A3184,85722L,2709883040
2665787020,12/14/2014,PetSmart Inc,PetSmart Inc SPV,03/11/2015,4C7582,716768,2665787020
2706363020,12/14/2014,Cover-All Technologies Inc,Majesco Inc,06/26/2015,56068V,222892,2706363020
2706185040,12/12/2014,Baloise Holding AG,BlackRock Inc,12/12/2014,09247X,058779,2706185040
2707761020,12/12/2014,Cloud Security Corp,Goldenrise Development Inc,01/22/2015,38125A,18911V,2707761020
2704961040,12/11/2014,Nobel Biocare Holding AG,Danaher Corp,06/16/2015,235851,65593X,2704961040
2705631040,12/11/2014,Leclanche SA,Oakridge Global Energy Solutions Inc,06/30/2015,673833,52334Q,2705631040
2705705020,12/11/2014,"Citizens National Bancorp Inc,Putnam,Connecticut","ESB Bancorp Inc,Easthampton,Massachusetts",07/01/2015,4C7318,174768,2705705020
2706352020,12/11/2014,Manitex International Inc,Simcor Canada Holdings Inc,12/11/2014,4C7921,563420,2706352020
2706607020,12/11/2014,Navient Corp,Navient Corp,09/30/2016,63938C,63938C,2706607020
3062354020,12/11/2014,Staples Inc,Starboard Value LP,12/11/2014,85543X,855030,3062354020
2705193020,12/10/2014,Heritage Financial Group Inc,"Renasant Corp,Tupelo,MS",07/01/2015,75970E,42726X,2705193020
2703228020,12/08/2014,Cubist Pharmaceuticals Inc,Merck & Co Inc,01/21/2015,58933Y,229678,2703228020
2702646020,12/04/2014,Territorial Bancorp Inc,Territorial Bancorp Inc,12/10/2015,88145X,88145X,2702646020
2703083040,12/04/2014,Incadea Plc,DealerTrack Technologies Inc,02/09/2015,242309,49033N,2703083040
2702325040,12/03/2014,Aurora LPG Holding ASA,Dalton Investments LLC,12/03/2014,23553W,1C0405,2702325040
2703884040,12/03/2014,IPO SA,Equimaxx LLC,12/03/2014,1C8389,44521T,2703884040
2701044020,12/02/2014,Avanir Pharmaceuticals Inc,Otsuka America Inc,01/13/2015,68916T,05348P,2701044020
2701276020,12/02/2014,Titan Energy Worldwide Inc,Pioneer Power Solutions Inc,12/02/2014,723836,88828R,2701276020
2701461020,12/02/2014,Mastercard Inc,Mastercard Inc,02/29/2016,57636Q,57636Q,2701461020
2701533020,12/02/2014,Firsthand Technology Value Fund Inc,Firsthand Technology Value Fund Inc,01/29/2015,33766Y,33766Y,2701533020
2710810020,12/02/2014,Molycorp Inc,Creditors,08/31/2016,22542Z,608753,2710810020
2700767020,12/01/2014,Spansion Inc,Cypress Semiconductor Corp,03/12/2015,232806,84649R,2700767020
2713905020,12/01/2014,Prudential Financial Inc,Prudential Financial Inc,01/02/2015,744320,744320,2713905020
2727543040,11/26/2014,RMG Ltd,Simpaug Investment Fund LP,11/26/2014,6C2391,75031N,2727543040
2701524040,11/25/2014,IPO SA,Equimaxx LLC,11/25/2014,1C8389,44521T,2701524040
2701621020,11/25/2014,Internet Patents Corp,Internet Patents Corp,12/01/2014,46063G,46063G,2701621020
2698651040,11/24/2014,Diamond Bank PLC,The Carlyle Group LP,11/24/2014,14309L,25238C,2698651040
2698957040,11/24/2014,Prosensa Holding BV,BioMarin Pharmaceutical Inc,02/21/2015,09061G,N71546,2698957040
2701449040,11/24/2014,Cimatron Ltd,3D Systems Corp,02/09/2015,88554D,M23798,2701449040
2697913020,11/21/2014,Dillards Inc,Dillards Inc,12/31/2015,254067,254067,2697913020
2436130020,11/19/2014,The Wet Seal Inc,Clinton Group Inc,11/19/2014,18757A,961840,2436130020
2697155020,11/19/2014,Oplink Communications Inc,Koch Optics Inc,12/23/2014,4C2248,68375Q,2697155020
2697206020,11/19/2014,HomeTrust Bancshares Inc,HomeTrust Bancshares Inc,08/03/2015,437872,437872,2697206020
2697953020,11/19/2014,Capital Pacific Bancorp,Pacific Continental Corp,03/07/2015,69412V,14042V,2697953020
2734860020,11/19/2014,Roberts Realty Investors Inc,A-III Investment Partners LLC,01/30/2015,6C6706,769900,2734860020
2677195020,11/17/2014,Allergan Inc,Actavis PLC,03/17/2015,G0083B,018490,2677195020
2696691020,11/17/2014,"Valley Financial Corp,Roanoke, Virginia","BNC Bancorp,High Point, North Carolina",07/01/2015,05566T,919629,2696691020
2697047020,11/17/2014,ChyronHego Corp,Vector Capital Management LP,03/09/2015,2F1173,0C6501,2697047020
2699320040,11/17/2014,euNetworks Group Ltd,Eun Holdings LLP,03/13/2015,4C2013,30017C,2699320040
2704027040,11/17/2014,Prospector Offshore Drilling SA,Paragon Offshore PLC,11/17/2014,2C1303,76524H,2704027040
2704053040,11/17/2014,Prospector Offshore Drilling SA,Paragon Offshore PLC,02/23/2015,2C1303,76524H,2704053040
2694774020,11/12/2014,Susquehanna Bancshares Inc,BB&T Corp,08/01/2015,054937,869099,2694774020
2694362040,11/11/2014,Allied Telesis Holdings KK,Ohshima General Holdings No.1 LLC,11/11/2014,4C0646,01950F,2694362040
2694371020,11/11/2014,Zoetis Inc,Pershing Square Capital Management LP,11/11/2014,71528L,98978V,2694371020
2694833020,11/11/2014,Horizon Lines Inc,Matson Inc,05/29/2015,014481,44044K,2694833020
2694890020,11/11/2014,Cheniere Energy Inc,EIG Management Co LLC,05/13/2015,28191X,16411R,2694890020
2694950020,11/11/2014,Fulton Financial Corp,Fulton Financial Corp,04/17/2015,360271,360271,2694950020
2693880020,11/10/2014,Dendreon Corp,Bondholders,06/10/2015,09788F,24823Q,2693880020
2694355020,11/10/2014,Tigrent Inc,Legacy Education Alliance Inc,11/10/2014,4C0640,88674J,2694355020
2695420020,11/10/2014,Tetra Tech Inc,Tetra Tech Inc,12/31/2016,88162G,88162G,2695420020
2699441020,11/10/2014,GTx Inc,Investor Group,11/17/2014,46145M,40052B,2699441020
2704461020,11/10/2014,Valley Community Bank,"Bay Commercial Bank,Walnut Creek,California",02/13/2015,072199,919513,2704461020
2693848020,11/07/2014,Humana Inc,Humana Inc,03/16/2015,444859,444859,2693848020
2750011040,11/07/2014,Taihan Textile Co Ltd,BlueRay Technologies LLC,11/12/2014,7C6511,87391P,2750011040
2693718020,11/06/2014,Vaporin Inc,Vapor Corp,03/05/2015,922099,92210U,2693718020
2693956040,11/06/2014,Kina Petroleum Ltd,PIE Holdings LP,11/10/2014,4C0407,49494T,2693956040
2692277020,11/05/2014,"Hudson Valley Holding Corp, Yonkers,New York",Sterling Bancorp,06/30/2015,859158,444172,2692277020
2691845020,11/04/2014,"Hampden Bancorp Inc, Springfield,Massachusetts",Berkshire Hills Bancorp Inc,04/17/2015,084680,40867E,2691845020
2692224020,11/04/2014,World Energy Solutions Inc,EnerNOC Inc,01/05/2015,292764,98145W,2692224020
2692271020,11/04/2014,Elecsys Corp,Lindsay Corp,01/23/2015,535555,28473M,2692271020
2692482020,11/04/2014,Natural Health Trends Corp,Natural Health Trends Corp,12/17/2014,63888P,63888P,2692482020
2691363020,11/03/2014,Covance Inc,Labcorp Holdings Inc,02/19/2015,50540R,222816,2691363020
2691774020,11/03/2014,Monarch Community Bancorp Inc,Chemical Financial Corp,04/01/2015,163731,609045,2691774020
2692496020,11/03/2014,Fox Factory Holding Corp,Fox Factory Holding Corp,12/31/2015,35138V,35138V,2692496020
2703694020,11/03/2014,Fresh Del Monte Produce Inc,Fresh Del Monte Produce Inc,12/02/2014,G36738,G36738,2703694020
2687149020,10/31/2014,AmREIT Inc,EDENS,02/18/2015,1A3781,03216B,2687149020
2690909020,10/31/2014,Aviv REIT Inc,Omega Healthcare Investors Inc,04/01/2015,681936,05381K,2690909020
2690587020,10/30/2014,Integrity Bancshares Inc,S&T Bancorp Inc,03/04/2015,783859,45818G,2690587020
2690945020,10/30/2014,AptarGroup Inc,AptarGroup Inc,10/20/2016,038336,038336,2690945020
2690527020,10/29/2014,ESB Financial Corp,WesBanco Inc,02/10/2015,950810,26884F,2690527020
2694820040,10/29/2014,Ormat Industries Ltd,Ormat Technologies Inc,02/12/2015,686688,67102F,2694820040
2689863040,10/28/2014,Administradora de Fondos de Pensiones Habitat SA,Prudential Financial Inc,03/02/2016,744320,00113W,2689863040
2690055020,10/28/2014,HCA Holdings Inc,HCA Holdings Inc,12/31/2014,40412C,40412C,2690055020
2690140040,10/27/2014,Jantar Development SA,Equimaxx LLC,10/27/2014,1C8389,3C4432,2690140040
2688759020,10/23/2014,Digital River Inc,Investor Group,02/12/2015,46145M,25388B,2688759020
2690498020,10/23/2014,Boart Longyear Ltd,Creditors,01/27/2015,22542Z,096640,2690498020
2692329020,10/23/2014,Boart Longyear Ltd,Boart Longyear Ltd,01/27/2015,096640,096640,2692329020
2692339020,10/23/2014,Boart Longyear Ltd,Centerbridge Partners LP,10/23/2014,15186E,096640,2692339020
2692351020,10/23/2014,Boart Longyear Ltd,Centerbridge Partners LP,01/27/2015,15186E,096640,2692351020
